ID,Sender Account,Sender Account Branch,Sender Account Type,Sender Name,Sender Current Account Balance,Receiver Account,Receiver Account Branch,Receiver Account Type,Receiver Current Account Balance,Receiver Name,Amount,Currency,Date and Time,Sender Phone Number,Receiver Phone Number,Purpose of Transaction,Transaction Type
8618ed93-3121-4b38-a410-70e112d8b7a9,ETAZ54469784406051,"38.798313, -100.940023",Checking,Michael Caldwell,8765.929298,PWLX42532655687925,"45.936296, -123.461184",Checking,2518.236558,Kayla Cunningham,2000,USD,2023-12-12 04:39:15,+1-833-461-3982x344,(463)483-7330x07245,Payment,Debit
a5baeead-0490-4895-8cd6-1674e8f8b1e9,ETRD16397649960241,"48.941261, -89.246116",Checking,Ryan Price,4712.683227,EYJP38638067260868,"27.598989, -85.227150",Business,9941.855082,Richard Smith,1000000,USD,2023-06-13 11:45:08,855-515-6106x594,+1-639-275-3615x836,Transfer,Credit
8e41a983-8a04-444f-a43e-068f2006dba6,EUCB88482592206494,"37.120337, -103.230023",Credit,Aaron Koch,3017.441134,TVKJ06593857514617,"29.643544, -106.496778",Credit,6856.834182,Melissa Dawson,5000,USD,2023-11-09 13:58:38,001-561-915-1610,352.711.5983,Transfer,Credit
cae23216-1a9e-4fff-932f-9cb6c3d5c64f,EWDF25325895277014,"48.853391, -73.695179",Business,April Rodriguez,5203.078186,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,2000,USD,2023-04-16 14:49:16,(446)842-0205,(952)225-9219,Refund,Debit
da691a02-d007-4557-b0ea-7b25020f060b,EWDF25325895277014,"48.853391, -73.695179",Business,April Rodriguez,5203.078186,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,5000,USD,2023-05-29 21:50:45,(446)842-0205,(952)225-9219,Purchase,Debit
2dc18506-2586-420c-ac6e-8866e880434d,FAUO44400609325382,"42.025769, -76.159693",Checking,Casey Clark,1333.518844,ULHU32265052977859,"43.768431, -83.380387",Savings,4041.712931,Rebecca Elliott,17560,USD,2023-03-07 16:49:54,571-636-6547x524,001-914-288-3792x218,Salary,Credit
bc53ad83-b334-4eac-9c7d-f636d0dabae2,FCHF22176684198433,"44.452007, -76.249773",Business,Renee Ruiz,546.8652066,IMNR89813481950072,"27.111527, -73.267851",Savings,5701.339523,Derrick Washington,3500,USD,2023-05-13 06:16:43,001-278-865-2789x97477,+1-548-824-6625x157,Gift,Credit
8327eb40-6ac4-4773-9de9-2c152ceca110,FDTE31363028057152,"40.052185, -73.923552",Credit,Paul Hernandez,4738.930383,IBKF28174603482877,"32.217295, -109.390055",Checking,5516.925696,Selena Hall,2000,USD,2023-03-26 20:16:36,338.433.1539,3147416244,Refund,Debit
fa91fb22-6d5b-49dc-9244-20560dbdc78d,FFHD43787260750041,"47.862638, -83.289422",Credit,Dorothy Davis,5241.231721,PLCT80744539135608,"25.143683, -103.958249",Credit,1060.459641,Trevor Harvey,7800,USD,2023-04-02 02:23:24,+1-823-636-7956x015,(439)688-4378,Payment,Debit
a279c0c7-18ae-4c83-98a5-cf2ac4bd182e,FFHD43787260750041,"47.862638, -83.289422",Credit,Dorothy Davis,5241.231721,CONV44394752450528,"34.172885, -115.337355",Savings,5084.773313,Gilbert Davis,1700,USD,2023-12-15 06:37:47,+1-823-636-7956x015,001-705-630-3896x427,Refund,Debit
dbc5b642-94d9-48c2-ab24-bad6bc74fcc6,FFHD43787260750041,"47.862638, -83.289422",Credit,Dorothy Davis,5241.231721,SLNQ52422358479433,"27.468232, -105.311753",Checking,4222.862749,April Jones,1140,USD,2023-04-28 11:27:34,+1-823-636-7956x015,(280)388-2588x9374,Gift,Credit
40b2a071-8b47-4d9b-999d-520daeb82209,FFHD43787260750041,"47.862638, -83.289422",Credit,Dorothy Davis,5241.231721,LIVW63686229655490,"31.081603, -72.609264",Savings,3911.87598,Miss Amanda Brewer,2700,USD,2023-12-26 07:04:21,+1-823-636-7956x015,(393)853-2722x38686,Gift,Debit
bba6bda1-1434-45c3-9efa-e768194ce9f5,FFHD43787260750041,"47.862638, -83.289422",Credit,Dorothy Davis,5241.231721,HBDS50900752451505,"35.283209, -108.937382",Savings,7700.760343,Zachary Gregory,3000,USD,2023-06-16 15:42:46,+1-823-636-7956x015,450.601.3800x62924,Transfer,Credit
959dd276-41e8-4a3e-92bd-e7bb39299eb6,FJHX67687104994947,"43.358044, -96.625253",Savings,Megan Schultz,6621.268556,LUML81045053488987,"31.281058, -121.288644",Checking,9025.239156,Donald Cunningham,5000,USD,2023-09-03 21:47:58,+1-603-323-3455x364,630.965.5210,Refund,Credit
54e81777-e049-462b-9f67-8ded5ed9cfa1,FKLL34503842829184,"25.840602, -71.784207",Savings,Robert Cameron,6066.093978,NYGD54796981956548,"28.403284, -109.892797",Credit,1719.841002,Kevin White,200,USD,2023-01-29 13:00:02,365-763-5790x7423,965.554.7912,Transfer,Credit
c154893f-1121-45ad-9f0f-e4f3666f3f44,FKLL34503842829184,"25.840602, -71.784207",Savings,Robert Cameron,6066.093978,ELDQ74539753754869,"40.160782, -75.684585",Checking,3218.916919,Brian Peterson,400,USD,2023-04-21 06:53:15,365-763-5790x7423,729-239-9147,Payment,Credit
f22e3133-3789-4467-99f5-4d3a313a2403,FNAK72064904763487,"46.308078, -93.438166",Credit,Sherry Hicks,9865.96452,BEWV83449166139816,"40.505928, -124.175716",Checking,756.5287924,Thomas Ellis,39000,USD,2023-01-14 12:43:05,(776)709-9513,633.996.4790x5389,Salary,Credit
9b93030c-8297-4347-8f61-a23633421f7f,FPIV31221135348487,"47.072969, -95.791034",Business,William Powell,4026.661832,HGVD15881657269459,"38.952615, -99.334690",Checking,402.5865349,Dr. Michael House,1000,USD,2023-06-13 08:37:53,001-641-720-1659x881,(591)535-3389x9526,Refund,Credit
0926eeaa-6e6f-42ed-a19e-b12b3bb22300,FRHP82345051397862,"46.322474, -82.950842",Credit,Jeremy Brock,8721.720075,EYJP38638067260868,"27.598989, -85.227150",Business,9941.855082,Richard Smith,135000,USD,2023-06-07 07:53:47,339-814-0942,+1-639-275-3615x836,Gift,Debit
34c05ae2-8cc2-4a2a-b0dd-5a49c3758a8f,FSQT40731719377650,"49.310866, -76.158639",Savings,Colleen Osborne,4070.469313,NYGD54796981956548,"28.403284, -109.892797",Credit,1719.841002,Kevin White,200,USD,2023-07-27 21:00:23,(473)617-7387x37288,965.554.7912,Payment,Debit
f87d238d-7fb1-4bbf-b0ef-a754e01d1033,FUEW26900267013254,"37.476639, -73.131897",Savings,Ronald Davidson,5116.073215,BHWJ13495160588110,"25.620731, -103.070316",Savings,8821.407477,Daniel Park,300,USD,2023-05-09 14:56:48,(363)976-0068x3636,341.226.1158x2774,Gift,Credit
b5db7c11-32ac-4a40-a29d-cea4810bc330,FUEW26900267013254,"37.476639, -73.131897",Savings,Ronald Davidson,5116.073215,CSXB80693992636851,"48.533558, -91.076216",Business,9255.174555,Robert Parker,2000,USD,2023-10-15 13:51:44,(363)976-0068x3636,(356)670-5866x9118,Refund,Debit
ee3f60a2-0d1e-47a4-94f7-346db3fef30b,FUEW26900267013254,"37.476639, -73.131897",Savings,Ronald Davidson,5116.073215,XQBT37544100792706,"48.341984, -88.538957",Savings,1332.689488,Mrs. Leah Hill,800,USD,2023-12-02 09:27:15,(363)976-0068x3636,302.606.4455,Refund,Debit
87b77396-d80b-4ae8-af5c-20d7592d17db,FZLJ93522779754173,"37.139877, -91.451134",Savings,Kenneth Owens,3120.131441,KYDY81800430028050,"33.324393, -84.810282",Checking,7078.444669,Matthew Carr,49945,USD,2023-06-18 18:55:18,254.575.9429,+1-579-877-9173x817,Gift,Credit
f1a6cdc9-0ee1-45a6-951b-3614bb211cb8,GCJR06754786930915,"36.202018, -88.287073",Credit,Albert Murphy,5139.871705,VIFR86145024835161,"26.199459, -100.987557",Savings,6781.335328,Kim Green,375000,USD,2023-03-21 08:10:42,315-486-4367,8562891782,Refund,Debit
245872e8-19b3-420a-bfc2-344644543d79,GCJR06754786930915,"36.202018, -88.287073",Credit,Albert Murphy,5139.871705,NCZR68063087659152,"28.100701, -77.250237",Savings,1014.212743,Richard Thomas,27000,USD,2023-11-11 16:39:59,315-486-4367,001-459-681-3433x58588,Gift,Debit
0d070fe4-32a6-4d81-a38e-0c1b50a5ce6c,GHAG60033864835283,"36.782486, -85.572724",Savings,Jessica King,6049.874023,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,4200,USD,2023-09-23 15:05:47,(714)273-1709x825,(952)225-9219,Payment,Credit
b6957750-f295-44ca-864d-eddf33899c79,GHLJ59948800326397,"27.467112, -90.214508",Credit,Christine Oneal,2537.645905,NWFF77466511063670,"35.198713, -67.400424",Business,652.457209,Kyle Hendricks,80,USD,2023-12-11 04:23:45,(522)779-3303,+1-347-252-0212x281,Purchase,Credit
09a232b7-4289-4370-bd4c-d5a3562aa62c,GHSO03229133603075,"30.741473, -89.722532",Business,William Anderson,6523.993129,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,3400,USD,2023-10-01 15:31:22,735.481.2620x59490,(952)225-9219,Transfer,Debit
5778ba05-b512-4292-bdfe-6ed884d18774,GIIA06332676006436,"41.186062, -73.728846",Savings,George Gray,1812.205325,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,200,USD,2023-11-12 03:43:45,001-608-780-5278x419,(952)225-9219,Gift,Debit
e4ed7cd2-2865-4bd2-8eab-31725ffcc82e,GIIA06332676006436,"41.186062, -73.728846",Savings,George Gray,1812.205325,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,315,USD,2023-11-20 07:37:08,001-608-780-5278x419,(952)225-9219,Salary,Debit
b591daff-550f-4eeb-aea0-c919a41d6315,GMIA74955350606603,"25.432503, -100.145565",Credit,Robert Barnes,4734.419736,EYJP38638067260868,"27.598989, -85.227150",Business,9941.855082,Richard Smith,700000,USD,2023-10-13 09:28:28,383.418.6588x646,+1-639-275-3615x836,Payment,Credit
97b2062e-9eae-4781-b40a-31a64f80847f,GQDY43727722319017,"49.345268, -83.059126",Business,Bobby Robertson,5769.667654,DTON50202639961703,"25.467789, -99.992866",Credit,3942.28075,Maurice Moss,35000,USD,2023-11-21 19:11:28,+1-619-887-3997x758,+1-723-843-6982x036,Refund,Credit
e6655c97-7299-4cc6-a59d-206ae52837cf,GQDY43727722319017,"49.345268, -83.059126",Business,Bobby Robertson,5769.667654,BQBX06858639717580,"38.660233, -119.845963",Savings,3496.17245,Juan Clayton,50,USD,2023-12-16 21:46:51,+1-619-887-3997x758,222-585-3265x481,Refund,Debit
bbf0e6d9-c659-4713-be26-03617b7f6d01,GQDY43727722319017,"49.345268, -83.059126",Business,Bobby Robertson,5769.667654,XOVU51498489957512,"26.369259, -94.483965",Business,1637.828367,Melanie Watson,2125,USD,2023-03-10 20:59:04,+1-619-887-3997x758,255.640.3634,Purchase,Debit
baf2ce10-7eb9-4c04-87c7-ea7b4ab73bbf,GRCK49990435878656,"32.031433, -72.580255",Savings,Molly Smith,5432.200328,EYJP38638067260868,"27.598989, -85.227150",Business,9941.855082,Richard Smith,81.27,USD,2023-10-21 00:24:48,679.776.6745,+1-639-275-3615x836,Gift,Credit
ccebb403-590e-4658-a318-cb156c27dd58,GREW18521884763368,"27.525568, -72.423353",Savings,Justin Collins,5916.580873,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,5000,USD,2023-04-24 15:22:42,834.966.8110,(952)225-9219,Gift,Credit
2c85dfa5-d7a1-4c8c-98de-6b2f8a5e9480,GRIK59872422017035,"33.386569, -116.178215",Business,Matthew Burns,9552.5194,GHEF38564842458591,"37.201705, -103.901587",Checking,169.2764419,Thomas Wheeler,21030,USD,2023-07-11 12:35:57,+1-700-858-7319x264,489.333.1350x3350,Salary,Debit
41471c04-e860-4ea8-b7a4-2ee5e5b348f4,GVTR76566122286707,"45.172651, -68.317884",Savings,Rebecca Francis,8053.057463,DHYR65887850091880,"40.845638, -75.434778",Credit,9281.096841,Michael Gonzalez,400,USD,2023-12-12 14:50:17,(378)261-4006,711.827.3568,Payment,Debit
3de838f8-0eec-494c-b072-325768596a7a,GXCE40808252775634,"45.820404, -75.460946",Savings,Dr. Jessica Crawford,4330.696751,KBRV51747572323074,"41.058406, -114.266379",Business,2721.748026,Andrew Barnes,1500,USD,2023-08-24 11:53:47,+1-848-940-2527x57254,(749)626-9092,Gift,Debit
4e90c4c3-38ad-49fe-aa8b-4f102b84c282,GZUS56249920459566,"30.123582, -121.866785",Business,Sarah Herrera,9191.644019,GMPC28238337437428,"37.024974, -79.923830",Savings,452.0782157,Christopher Cole,2500,USD,2023-05-08 16:39:47,784-833-5432x6121,(223)963-1529x8082,Transfer,Debit
2a5c3a74-bb28-40ba-9819-a772f955a4fb,HAIK06624454391991,"48.959443, -120.020532",Credit,Aaron Hubbard,9173.319495,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,30000,USD,2023-01-17 18:26:04,001-814-499-7320x12822,(952)225-9219,Payment,Debit
232d4389-bff8-44fe-ab56-e7c307bd33bb,HBFF23379704007807,"27.023855, -81.907944",Checking,Matthew Glenn,6615.257261,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,18000,USD,2023-05-20 07:07:25,(572)879-8687x3314,(952)225-9219,Purchase,Credit
708b314c-634a-409c-8f4b-6a27b0d1a79a,HCEP08291732170098,"31.912865, -83.247009",Credit,Debbie Mclaughlin,2372.964096,YVFL34062327720830,"37.592138, -106.573903",Credit,5479.236899,Dr. Adam Harrison DDS,50000,USD,2023-12-03 06:07:54,+1-347-892-4744x88349,6917162804,Payment,Credit
8e35fb33-73e2-4433-9eaf-563c8ced3486,HCKS62444544837252,"25.469433, -103.727140",Savings,Emily Sullivan,9595.884895,RNXY70353418055673,"41.450575, -80.994877",Checking,2830.200978,Alicia Anderson,1000,USD,2023-02-02 16:30:54,+1-402-600-6592x81234,342.603.3251x2234,Salary,Debit
89a3bf2c-345e-472c-9697-238eb7ba51c9,HGBH32603887043648,"38.053230, -109.326043",Savings,Molly Anderson,170.4610501,YEOU48958897613890,"43.777878, -105.330740",Savings,4388.078415,Jordan Flores,3506843.7,USD,2023-07-11 14:59:54,715.274.0986,588-910-7375x71345,Refund,Credit
4691f4ae-d780-45d6-bf4c-1bdb92207f71,HGCY27713868432245,"45.313477, -110.835870",Checking,Michael Roy,1213.867836,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,50000,USD,2023-12-22 08:03:10,8196475526,(952)225-9219,Refund,Credit
27d2b5be-9e2c-41a2-b07b-2bbd3b02aae5,HGCY27713868432245,"45.313477, -110.835870",Checking,Michael Roy,1213.867836,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,600,USD,2023-12-16 09:15:57,8196475526,(952)225-9219,Purchase,Credit
d6d79126-a588-4fe6-9504-0d7df49addd3,HGCY27713868432245,"45.313477, -110.835870",Checking,Michael Roy,1213.867836,TBXQ61521368427633,"38.192196, -113.062829",Checking,756.4675024,Joshua Mercer,1400,USD,2023-05-09 17:04:59,8196475526,001-866-599-1917x246,Purchase,Debit
b021739d-b96a-4acb-9200-02031fb60606,HGYD65498922085838,"37.447093, -98.470350",Credit,Paul Garcia,5383.235263,UVNX64880188059829,"25.693497, -67.503550",Credit,9436.414044,Hannah Alvarez,2000,USD,2023-04-26 06:13:02,+1-988-910-5434x271,(609)941-3560,Transfer,Credit
53133a0d-9f0a-4df5-8ad6-7f589a11d2a3,HHKX97028866608759,"38.663627, -73.118568",Checking,Bianca Knight,1705.30367,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1000,USD,2023-07-05 01:39:22,001-644-356-6892x93747,(952)225-9219,Payment,Credit
1f85892b-c435-46d6-9f44-a5b18522553e,HLNI23615471315837,"36.105827, -122.484018",Savings,John Andersen,4340.94165,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1000,USD,2023-07-29 10:42:25,(375)735-4015x12059,(952)225-9219,Purchase,Debit
58997314-1be6-475b-be93-bcf487ae5285,HLQJ92606536946633,"34.864324, -66.991607",Credit,John Holland,6944.742032,GQRK58128459503031,"42.156563, -112.039848",Savings,6760.777047,Scott Russell DDS,2000,USD,2023-04-02 22:11:39,(794)583-2428x0825,(623)271-0537,Purchase,Credit
e38cbb79-5309-44a4-bf3b-e68589bfbfd7,HNPZ20648236840620,"33.194582, -76.969411",Checking,Timothy Miller,2750.327812,EYJP38638067260868,"27.598989, -85.227150",Business,9941.855082,Richard Smith,140000,USD,2023-12-03 07:02:03,(960)796-1216,+1-639-275-3615x836,Transfer,Credit
3f194200-4e71-4cef-ad7c-74e5a492f15b,HOCK71686747478288,"34.251140, -107.764547",Checking,Lindsey Andersen,7434.007129,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,300,USD,2023-01-13 07:00:18,718-966-2507,(952)225-9219,Purchase,Credit
7fe53e9f-c212-4282-856f-3468839ba574,HWIX25614438437558,"46.335196, -100.664525",Savings,Ashley Bennett,8742.685784,LCEQ03331008841920,"42.336534, -101.845815",Credit,3609.94927,Marissa Liu,25000,USD,2023-11-08 12:21:24,435.569.3351x553,278-814-9100x1205,Gift,Debit
975e7324-c77b-49aa-ab0d-3398c9240985,HXUB45602024727789,"38.096473, -117.157363",Checking,Crystal Brown,4972.30438,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,50000,USD,2023-09-24 09:29:44,996.889.5200x855,(952)225-9219,Gift,Credit
341936e7-ff35-40d3-8da8-db6cebe6b4e7,HYKF32322940793249,"44.769012, -118.562573",Checking,Patricia Stewart,807.2543783,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,300,USD,2023-08-28 00:48:15,(320)736-6715x027,(952)225-9219,Salary,Credit
58301095-025c-4dbd-a438-8b0b7cc1475f,IBQU88498466893155,"24.450955, -107.900513",Savings,Ashley Harvey,6172.140114,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,12500,USD,2023-05-09 10:15:20,001-314-709-6511x87444,(952)225-9219,Transfer,Debit
6c662aaa-9622-4bb6-bbf7-84b0b7aefeab,IDQS63622165556930,"34.982748, -97.648019",Checking,Robin White,652.3569165,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,10000,USD,2023-11-09 08:38:17,841-439-7076x9510,(952)225-9219,Gift,Credit
aa229d50-7e88-4b42-8e77-1c21d5943524,IFCL80799104736089,"34.193629, -82.312172",Credit,Matthew Andrade,4143.272708,QYRE52615017086797,"47.860290, -119.957228",Checking,5116.274119,James Malone,215,USD,2023-08-26 04:58:13,458.335.8955x8901,001-728-947-9491,Purchase,Debit
12326851-d94b-42f6-9151-f7f2b0aeb24d,IFCL80799104736089,"34.193629, -82.312172",Credit,Matthew Andrade,4143.272708,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,52000,USD,2023-10-15 18:15:19,458.335.8955x8901,(952)225-9219,Gift,Debit
0320845b-20f0-43c1-9e23-c5ef034784af,IMGL00152170090900,"37.729344, -103.959521",Credit,Michelle Garcia,2172.069554,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,2500,USD,2023-03-23 14:10:23,780-982-3434,(952)225-9219,Purchase,Debit
319efd0a-2b57-4e26-a6d4-56ade9bed45f,IMGL00152170090900,"37.729344, -103.959521",Credit,Michelle Garcia,2172.069554,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,2000,USD,2023-11-25 03:04:14,780-982-3434,(952)225-9219,Salary,Credit
b70da123-16d0-41d8-be8a-2576e1a757df,IMJS71513544588939,"32.705609, -74.300785",Savings,Dennis Mclaughlin,601.8001275,HHPK65263906386641,"43.846612, -71.371171",Business,601.4362101,Amanda Owens,18000,USD,2023-07-12 17:19:22,550.683.1482x416,422-753-3295,Purchase,Credit
f7cb83f8-b7f5-46a2-977d-08189ed357f9,IOYM82337014154294,"39.652838, -77.193565",Savings,Ashley Gonzalez,6703.759753,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,50000,USD,2023-10-02 19:17:08,(861)714-2273x248,(952)225-9219,Gift,Debit
5c4a31e7-8aed-4bd4-978d-94aa782e4c73,IQIG30192446929515,"33.487330, -79.292638",Savings,Robert Norris,5768.336338,MMAJ93925697535812,"39.049232, -120.958195",Business,5306.099584,Victor Sanchez,60000,USD,2023-07-06 08:34:33,+1-427-451-2070,520-324-4184x972,Payment,Debit
79f2ad47-ba2f-4c65-8d1c-2c745b1ce0ee,IUKW01376011101125,"42.791655, -107.014730",Savings,Jeremy Hernandez,9682.039667,QGOC31142271114681,"28.905111, -124.523498",Business,5840.95596,Stephanie Duke,600,USD,2023-01-10 01:43:04,2824095620,001-656-679-0433x21289,Refund,Debit
366fba6c-949e-416a-882c-b7630ebef1f2,IXRE28049762635336,"34.430044, -101.009378",Checking,Laura Wyatt,715.3842485,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,5000,USD,2023-03-19 00:45:27,+1-620-863-1142x198,(952)225-9219,Transfer,Debit
e99e6153-ea47-48aa-9caf-d1a59266748e,IYFA14026561994950,"44.050562, -70.754592",Checking,Pamela Davila,3250.066228,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,3000,USD,2023-06-28 10:09:25,(267)612-7250x10414,(952)225-9219,Payment,Credit
95d8640a-57d8-435f-9912-5734b5149713,IYQK74032136798949,"44.957892, -76.044306",Credit,Colleen Rogers,6917.728965,HWFG19598193579770,"49.346589, -100.765608",Checking,2662.00882,Courtney West,6200,USD,2023-06-28 13:59:40,287.962.2719x5813,663.836.6581,Salary,Credit
e16b3ec7-bf93-4fdb-9154-bf760bc959f0,JBVV19398434911814,"34.526235, -121.836035",Checking,Jacob Savage,9803.802285,POQA46790197138564,"25.061897, -95.865379",Savings,3428.220627,Jeremy Brown,750,USD,2023-05-30 19:21:32,542-557-5662x4493,640-320-6275x490,Payment,Credit
303f64c8-3c09-4410-bbd3-78ba48b272b4,JERB64511386168609,"43.754619, -109.810610",Savings,April Davis,5155.183676,EYJP38638067260868,"27.598989, -85.227150",Business,9941.855082,Richard Smith,5000000,USD,2023-07-08 10:19:33,957-766-4763x46070,+1-639-275-3615x836,Gift,Debit
27da29a2-45b4-4261-be59-bd71fdc67b36,JEYO40972108691165,"28.617204, -93.570094",Credit,Angela Meyers,7016.913829,RXQI50888094386484,"34.451450, -85.434824",Savings,3569.24843,Louis Hunter,300,USD,2023-09-03 21:10:07,957-936-1757x92145,001-313-777-4510x720,Payment,Credit
953597c3-73fb-4b1f-83d4-81ed1f27d12a,JFUM37439502829795,"37.009794, -120.365701",Checking,Marissa Thompson,9587.456927,CNTZ81810007445386,"24.962904, -99.309122",Savings,126.7981452,Shannon Nixon,1000,USD,2023-06-28 22:34:01,509-441-4064x39157,(319)554-0348,Salary,Credit
8e888fb6-3da2-4f54-b3be-7db078f133b5,JHHZ31186266806402,"33.901278, -89.621814",Checking,Victoria Nelson,3036.366884,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,500,USD,2023-01-26 04:10:25,631.903.1452x656,(952)225-9219,Payment,Credit
8e3f6c78-562c-40bb-9a2d-bf3dfd2d38eb,JHZM26217870886348,"43.725626, -84.375697",Credit,Charles Dawson,1915.795549,XJKD78250602606511,"46.654126, -80.493964",Checking,5323.408822,Nicole Salazar,400,USD,2023-08-12 04:34:50,466.617.0522,454.785.9049,Gift,Debit
3c4a509b-5c11-4819-ae6a-f9030ea59966,JLKG03493689601094,"31.466430, -82.602205",Credit,Sharon Moore,3028.724917,BDVQ49247161010568,"27.018171, -82.913385",Checking,9925.546817,Stephanie Booker,600,USD,2023-07-20 11:33:49,595.503.1952x33870,001-778-549-1519x530,Purchase,Credit
68b325fa-b8ff-445e-92a1-16dd0931de20,JMOE13966482022085,"45.290498, -103.714254",Credit,William Williams DDS,7624.897144,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,500,USD,2023-06-08 13:42:31,(437)693-5226,(952)225-9219,Transfer,Debit
6f7df4a5-188d-43d4-a1b4-6841d23a4d9e,JMOE13966482022085,"45.290498, -103.714254",Credit,William Williams DDS,7624.897144,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,3000,USD,2023-10-06 01:06:35,(437)693-5226,(952)225-9219,Purchase,Credit
e5a7a4a4-7d64-4106-b88b-1467711ba467,JNUP76858079393032,"30.702387, -103.057519",Business,Jennifer Brown,3703.374016,QOMG05227192992307,"31.991416, -68.224933",Credit,3472.646406,David Pollard,600000,USD,2023-12-18 13:32:09,366-463-8171x924,830-512-4051x9445,Gift,Debit
05ca8900-eac5-4933-bc9a-5d554c8b0e95,JQRO24871049576228,"47.902369, -112.477413",Checking,Allison Hogan,8044.906755,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1200,USD,2023-10-12 18:06:36,001-484-346-2813x81454,(952)225-9219,Transfer,Credit
d49ba8c4-f8d4-45e2-a245-38d509f70847,JTCH85655350373617,"28.208010, -77.050863",Savings,Aaron Castro,8034.96508,APKM21810862324825,"32.138680, -87.625667",Savings,2810.40614,Wendy Cummings,10000,USD,2023-06-26 07:17:01,001-753-291-5270x8561,6177462403,Transfer,Debit
43d85fea-98ef-4212-841a-78a62b025149,JTCH85655350373617,"28.208010, -77.050863",Savings,Aaron Castro,8034.96508,LDSU28878148940244,"26.730109, -101.392508",Business,4609.985466,Wendy Williamson,4150,USD,2023-09-11 16:54:01,001-753-291-5270x8561,268-900-1543x8816,Payment,Credit
939e378d-a3d2-4b08-a32c-b3b87288cd99,JTEO54931961787439,"32.201549, -96.276968",Savings,Garrett Finley,7972.726594,VOMU06731199491898,"24.887047, -89.690369",Checking,4236.094553,Kevin Jackson,650000,USD,2023-11-25 06:38:12,001-903-696-5506x151,876-987-3194,Gift,Credit
c28e7f49-d7ae-4f0c-9ec7-31c991fc1352,JTEO54931961787439,"32.201549, -96.276968",Savings,Garrett Finley,7972.726594,YSFS20209981620183,"48.887672, -77.446670",Savings,2148.619729,Aaron Waller,200000,USD,2023-08-04 00:20:17,001-903-696-5506x151,001-905-793-9937,Transfer,Debit
7b124830-e6af-4113-a043-55df951631aa,JXWO44038807649227,"33.070280, -90.880293",Checking,Kelly Newman,6252.513484,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,5000,USD,2023-09-24 23:47:35,(220)730-9396x9989,(952)225-9219,Purchase,Debit
a3e0aa88-dc6d-40e9-90fd-98d8d693402a,JXWO44038807649227,"33.070280, -90.880293",Checking,Kelly Newman,6252.513484,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,26000,USD,2023-01-22 20:33:29,(220)730-9396x9989,(952)225-9219,Payment,Credit
c3788013-83f4-45aa-b2df-fb182728ce98,JXWO44038807649227,"33.070280, -90.880293",Checking,Kelly Newman,6252.513484,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,5000,USD,2023-03-10 07:21:56,(220)730-9396x9989,(952)225-9219,Payment,Credit
446ce59a-ea39-4a68-8959-1934f756adcf,JZIL48519552556597,"34.108796, -117.546604",Business,Mr. Patrick Gray,7559.302444,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,10000,USD,2023-03-08 21:45:19,666-814-9050x25968,(952)225-9219,Gift,Debit
